"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 10- 12","1,348.96","1,339.54","1,351.63","1,335.28","","0.79%"
"2023- 10- 11","1,338.42","1,342.62","1,343.91","1,337.07","","-0.22%"
"2023- 10- 10","1,341.33","1,347.67","1,352.16","1,341.92","","-0.38%"
"2023- 10- 09","1,346.51","1,344.51","1,354.99","1,344.17","","0.14%"
"2023- 10- 06","1,344.61","1,346.34","1,357.10","1,342.78","","-0.08%"
"2023- 10- 05","1,345.72","1,352.55","1,354.43","1,344.94","","-0.44%"
"2023- 10- 04","1,351.62","1,362.05","1,364.12","1,350.01","","-0.70%"
"2023- 10- 03","1,361.08","1,357.14","1,363.75","1,354.97","","0.39%"
"2023- 10- 02","1,355.84","1,352.65","1,359.72","1,349.20","","0.26%"
"2023- 09- 29","1,352.31","1,350.56","1,353.68","1,341.73","","0.20%"
"2023- 09- 28","1,349.56","1,355.47","1,357.75","1,347.39","","-0.37%"
"2023- 09- 27","1,354.54","1,354.10","1,360.16","1,347.32","","0.12%"
"2023- 09- 26","1,352.93","1,339.69","1,354.97","1,337.31","","1.12%"
"2023- 09- 25","1,338.01","1,335.56","1,341.47","1,330.14","","0.30%"
"2023- 09- 22","1,334.03","1,339.57","1,341.81","1,330.74","","-0.37%"
"2023- 09- 21","1,339.00","1,333.44","1,344.65","1,331.67","","0.46%"
"2023- 09- 20","1,332.92","1,328.99","1,335.94","1,323.63","","0.32%"
"2023- 09- 19","1,328.62","1,324.05","1,329.47","1,319.43","","0.38%"
"2023- 09- 18","1,323.57","1,329.42","1,330.06","1,322.69","","-0.37%"
"2023- 09- 15","1,328.46","1,330.02","1,330.83","1,324.49","","-0.08%"
"2023- 09- 14","1,329.52","1,328.20","1,331.11","1,323.11","","0.22%"
"2023- 09- 13","1,326.59","1,326.72","1,332.05","1,323.66","","0.03%"
"2023- 09- 12","1,326.15","1,326.05","1,329.44","1,323.05","","0.05%"
"2023- 09- 11","1,325.49","1,336.34","1,336.44","1,325.18","","-0.71%"
"2023- 09- 08","1,334.96","1,334.78","1,337.75","1,331.49","","0.11%"
"2023- 09- 07","1,333.45","1,334.53","1,339.07","1,330.48","","-0.01%"
"2023- 09- 06","1,333.58","1,329.95","1,337.99","1,328.42","","0.34%"
"2023- 09- 05","1,329.05","1,318.41","1,335.68","1,316.81","","0.90%"
"2023- 09- 04","1,317.21","1,318.45","1,322.00","1,315.59","","-0.03%"
"2023- 09- 01","1,317.55","1,325.46","1,326.37","1,311.88","","-0.57%"
"2023- 08- 31","1,325.14","1,323.79","1,326.86","1,320.00","","0.12%"
"2023- 08- 30","1,323.49","1,318.60","1,326.22","1,318.53","","0.41%"
"2023- 08- 29","1,318.06","1,324.21","1,329.14","1,318.13","","-0.43%"
"2023- 08- 28","1,323.81","1,324.57","1,327.77","1,319.10","","0.02%"
"2023- 08- 25","1,323.53","1,328.34","1,330.61","1,319.82","","-0.29%"
"2023- 08- 24","1,327.35","1,327.92","1,330.24","1,317.88","","0.07%"
"2023- 08- 23","1,326.42","1,340.81","1,342.31","1,326.69","","-1.00%"
"2023- 08- 22","1,339.81","1,340.04","1,342.58","1,334.09","","0.05%"
"2023- 08- 21","1,339.15","1,340.17","1,344.83","1,338.05","","0.00%"
"2023- 08- 18","1,339.17","1,339.76","1,344.81","1,332.44","","-0.01%"
"2023- 08- 17","1,339.27","1,341.94","1,344.35","1,334.99","","-0.15%"
"2023- 08- 16","1,341.22","1,336.87","1,345.77","1,334.01","","0.36%"
"2023- 08- 15","1,336.42","1,337.94","1,340.47","1,332.55","","-0.03%"
"2023- 08- 14","1,336.80","1,330.60","1,339.72","1,327.69","","0.49%"
"2023- 08- 11","1,330.30","1,318.14","1,333.92","1,316.17","","1.02%"
"2023- 08- 10","1,316.90","1,313.10","1,319.91","1,308.18","","0.29%"
"2023- 08- 09","1,313.08","1,317.02","1,322.29","1,309.70","","-0.28%"
"2023- 08- 08","1,316.72","1,307.93","1,322.69","1,305.20","","0.72%"
"2023- 08- 07","1,307.30","1,304.29","1,309.06","1,298.80","","0.25%"
"2023- 08- 04","1,304.08","1,299.93","1,312.38","1,296.82","","0.39%"
"2023- 08- 03","1,299.01","1,299.47","1,304.23","1,294.55","","0.01%"
"2023- 08- 02","1,298.93","1,289.40","1,303.09","1,286.94","","0.77%"
"2023- 08- 01","1,289.00","1,278.28","1,291.10","1,274.88","","0.87%"
"2023- 07- 31","1,277.86","1,273.33","1,279.42","1,269.82","","0.40%"
"2023- 07- 28","1,272.83","1,284.17","1,284.89","1,273.28","","-0.85%"
"2023- 07- 27","1,283.78","1,271.42","1,284.94","1,266.98","","1.02%"
"2023- 07- 26","1,270.80","1,276.58","1,282.78","1,268.14","","-0.42%"
"2023- 07- 25","1,276.18","1,280.88","1,285.61","1,273.79","","-0.33%"
"2023- 07- 24","1,280.45","1,286.65","1,288.98","1,277.03","","-0.45%"
"2023- 07- 21","1,286.19","1,277.13","1,290.69","1,275.92","","0.76%"
"2023- 07- 20","1,276.53","1,267.94","1,280.30","1,261.56","","0.76%"
"2023- 07- 19","1,266.94","1,265.31","1,269.46","1,261.67","","0.16%"
"2023- 07- 18","1,264.95","1,263.72","1,267.55","1,256.71","","0.14%"
"2023- 07- 17","1,263.17","1,269.32","1,271.08","1,263.31","","-0.41%"
"2023- 07- 14","1,268.31","1,267.16","1,271.49","1,259.82","","0.12%"
"2023- 07- 13","1,266.73","1,274.80","1,280.03","1,265.92","","-0.61%"
"2023- 07- 12","1,274.49","1,291.87","1,296.08","1,273.70","","-1.31%"
"2023- 07- 11","1,291.47","1,299.80","1,302.00","1,289.94","","-0.61%"
"2023- 07- 10","1,299.40","1,299.10","1,307.90","1,298.25","","0.12%"
"2023- 07- 07","1,297.90","1,309.46","1,310.59","1,295.96","","-0.86%"
"2023- 07- 06","1,309.11","1,304.00","1,314.69","1,299.98","","0.42%"
"2023- 07- 05","1,303.59","1,294.81","1,306.51","1,294.41","","0.71%"
"2023- 07- 04","1,294.35","1,304.66","1,308.34","1,293.04","","-0.76%"
"2023- 07- 03","1,304.20","1,316.97","1,317.31","1,302.69","","-0.83%"
"2023- 06- 30","1,315.11","1,323.18","1,324.54","1,314.57","","-0.54%"
"2023- 06- 29","1,322.21","1,309.31","1,323.57","1,305.18","","1.02%"
"2023- 06- 28","1,308.90","1,299.48","1,313.46","1,297.30","","0.75%"
"2023- 06- 27","1,299.18","1,305.42","1,308.35","1,295.35","","-0.44%"
"2023- 06- 26","1,304.98","1,308.74","1,309.57","1,300.82","","-0.26%"
"2023- 06- 23","1,308.41","1,298.59","1,311.37","1,296.25","","0.79%"
"2023- 06- 22","1,298.18","1,288.74","1,303.21","1,286.10","","0.76%"
"2023- 06- 21","1,288.33","1,288.74","1,296.95","1,285.94","","0.01%"
"2023- 06- 20","1,288.23","1,283.26","1,290.36","1,277.99","","0.47%"
"2023- 06- 19","1,282.26","1,277.24","1,284.54","1,276.40","","0.48%"
"2023- 06- 16","1,276.15","1,270.40","1,280.96","1,268.08","","0.48%"
"2023- 06- 15","1,270.00","1,274.39","1,286.48","1,269.80","","-0.31%"
"2023- 06- 14","1,274.01","1,268.02","1,280.42","1,265.75","","0.50%"
"2023- 06- 13","1,267.70","1,284.86","1,285.88","1,267.07","","-1.31%"
"2023- 06- 12","1,284.54","1,287.69","1,294.65","1,282.80","","-0.22%"
"2023- 06- 09","1,287.32","1,296.59","1,298.65","1,286.58","","-0.63%"
"2023- 06- 08","1,295.47","1,308.66","1,309.30","1,296.15","","-0.98%"
"2023- 06- 07","1,308.26","1,299.61","1,309.44","1,296.23","","0.70%"
"2023- 06- 06","1,299.19","1,301.08","1,304.31","1,295.74","","-0.12%"
"2023- 06- 05","1,300.78","1,306.06","1,311.02","1,300.57","","-0.39%"
"2023- 06- 02","1,305.92","1,313.18","1,314.48","1,298.61","","-0.51%"
"2023- 06- 01","1,312.64","1,322.33","1,325.07","1,312.41","","-0.60%"
"2023- 05- 31","1,320.56","1,320.16","1,328.75","1,315.56","","0.06%"
"2023- 05- 30","1,319.76","1,324.96","1,327.01","1,316.90","","-0.33%"
"2023- 05- 29","1,324.07","1,323.43","1,326.76","1,320.98","","0.11%"
"2023- 05- 26","1,322.66","1,331.20","1,331.93","1,322.72","","-0.64%"
"2023- 05- 25","1,331.19","1,318.77","1,332.06","1,316.49","","0.97%"
"2023- 05- 24","1,318.43","1,320.26","1,322.18","1,314.28","","-0.06%"
"2023- 05- 23","1,319.21","1,314.17","1,322.53","1,307.65","","0.42%"
"2023- 05- 22","1,313.75","1,325.21","1,326.34","1,313.06","","-0.86%"
"2023- 05- 19","1,325.20","1,333.99","1,335.94","1,323.30","","-0.69%"
"2023- 05- 18","1,334.43","1,334.71","1,338.79","1,329.16","","0.01%"
"2023- 05- 17","1,334.23","1,342.78","1,343.91","1,332.44","","-0.60%"
"2023- 05- 16","1,342.35","1,335.79","1,343.63","1,332.91","","0.52%"
"2023- 05- 15","1,335.36","1,342.48","1,342.85","1,333.86","","-0.53%"
"2023- 05- 12","1,342.41","1,331.14","1,343.35","1,329.04","","0.87%"
"2023- 05- 11","1,330.83","1,318.21","1,334.74","1,315.58","","0.99%"
"2023- 05- 10","1,317.76","1,326.33","1,327.13","1,316.50","","-0.62%"
"2023- 05- 09","1,325.92","1,322.71","1,327.36","1,319.61","","0.34%"
"2023- 05- 08","1,321.49","1,317.96","1,326.23","1,317.94","","0.31%"
"2023- 05- 05","1,317.47","1,323.27","1,323.74","1,315.11","","-0.41%"
"2023- 05- 04","1,322.95","1,335.41","1,335.99","1,320.29","","-0.86%"
"2023- 05- 03","1,334.44","1,342.64","1,343.21","1,329.31","","-0.58%"
"2023- 05- 02","1,342.21","1,343.07","1,344.08","1,337.36","","0.00%"
"2023- 05- 01","1,342.18","1,338.17","1,343.95","1,336.43","","0.33%"
"2023- 04- 28","1,337.78","1,339.57","1,342.19","1,336.21","","-0.10%"
"2023- 04- 27","1,339.17","1,338.44","1,346.63","1,336.69","","0.09%"
"2023- 04- 26","1,338.01","1,341.31","1,341.95","1,334.47","","-0.21%"
"2023- 04- 25","1,340.89","1,332.94","1,344.19","1,328.19","","0.63%"
"2023- 04- 24","1,332.51","1,330.38","1,337.64","1,328.48","","0.24%"
"2023- 04- 21","1,329.36","1,324.04","1,333.07","1,321.24","","0.43%"
"2023- 04- 20","1,323.61","1,330.14","1,332.97","1,318.97","","-0.46%"
"2023- 04- 19","1,329.71","1,319.55","1,336.54","1,313.69","","0.80%"
"2023- 04- 18","1,319.13","1,319.51","1,321.44","1,315.72","","0.00%"
"2023- 04- 17","1,319.11","1,304.38","1,322.67","1,303.70","","1.16%"
"2023- 04- 14","1,304.00","1,301.94","1,307.83","1,294.29","","0.22%"
"2023- 04- 13","1,301.14","1,323.07","1,327.66","1,299.31","","-1.62%"
"2023- 04- 12","1,322.63","1,322.45","1,328.49","1,319.39","","0.05%"
"2023- 04- 11","1,322.03","1,320.99","1,324.81","1,316.26","","0.11%"
"2023- 04- 10","1,320.62","1,316.39","1,324.02","1,315.30","","0.33%"
"2023- 04- 07","1,316.30","1,318.99","1,320.22","1,314.53","","-0.17%"
"2023- 04- 06","1,318.50","1,317.36","1,322.65","1,314.65","","0.11%"
"2023- 04- 05","1,317.05","1,310.54","1,318.41","1,308.71","","0.53%"
"2023- 04- 04","1,310.08","1,308.76","1,317.58","1,304.58","","0.11%"
"2023- 04- 03","1,308.58","1,306.47","1,320.92","1,305.70","","0.19%"
"2023- 03- 31","1,306.11","1,296.97","1,308.53","1,288.35","","0.74%"
"2023- 03- 30","1,296.55","1,307.13","1,308.17","1,296.24","","-0.67%"
"2023- 03- 29","1,305.30","1,297.46","1,308.45","1,294.95","","0.64%"
"2023- 03- 28","1,297.04","1,298.35","1,301.38","1,293.24","","-0.07%"
"2023- 03- 27","1,297.92","1,295.24","1,303.91","1,294.14","","0.25%"
"2023- 03- 24","1,294.66","1,286.67","1,307.96","1,283.16","","0.66%"
"2023- 03- 23","1,286.23","1,297.58","1,300.30","1,275.81","","-0.90%"
"2023- 03- 22","1,297.85","1,303.82","1,310.36","1,288.56","","-0.43%"
"2023- 03- 21","1,303.42","1,303.87","1,311.59","1,301.99","","-0.07%"
"2023- 03- 20","1,304.36","1,309.10","1,314.03","1,299.35","","-0.31%"
"2023- 03- 17","1,308.37","1,301.84","1,309.71","1,298.24","","0.58%"
"2023- 03- 16","1,300.85","1,313.38","1,317.07","1,301.30","","-0.93%"
"2023- 03- 15","1,313.04","1,304.94","1,323.29","1,295.90","","0.65%"
"2023- 03- 14","1,304.55","1,296.94","1,314.24","1,296.23","","0.61%"
"2023- 03- 13","1,296.58","1,319.10","1,320.64","1,296.14","","-1.79%"
"2023- 03- 10","1,320.24","1,325.82","1,329.78","1,309.77","","-0.40%"
"2023- 03- 09","1,325.51","1,316.77","1,327.76","1,314.76","","0.69%"
"2023- 03- 08","1,316.38","1,318.31","1,324.56","1,312.56","","-0.14%"
"2023- 03- 07","1,318.29","1,297.85","1,320.19","1,296.60","","1.65%"
"2023- 03- 06","1,296.86","1,294.10","1,301.71","1,293.28","","0.09%"
"2023- 03- 03","1,295.73","1,311.39","1,312.18","1,294.13","","-1.16%"
"2023- 03- 02","1,310.97","1,305.83","1,317.68","1,303.84","","0.43%"
"2023- 03- 01","1,305.41","1,323.44","1,324.52","1,298.59","","-1.33%"
"2023- 02- 28","1,323.02","1,318.40","1,327.21","1,314.42","","0.43%"
"2023- 02- 27","1,317.40","1,314.55","1,325.79","1,311.97","","0.22%"
"2023- 02- 24","1,314.45","1,298.03","1,318.57","1,296.29","","1.28%"
"2023- 02- 23","1,297.89","1,303.05","1,306.55","1,293.32","","-0.37%"
"2023- 02- 22","1,302.65","1,306.16","1,307.57","1,298.52","","-0.24%"
"2023- 02- 21","1,305.75","1,296.42","1,310.20","1,293.26","","0.75%"
"2023- 02- 20","1,296.04","1,297.55","1,299.74","1,292.94","","0.01%"
"2023- 02- 17","1,295.87","1,289.94","1,303.93","1,289.52","","0.49%"
"2023- 02- 16","1,289.51","1,283.97","1,295.56","1,278.79","","0.47%"
"2023- 02- 15","1,283.54","1,272.59","1,289.01","1,272.04","","0.87%"
"2023- 02- 14","1,272.53","1,273.31","1,275.33","1,261.58","","-0.03%"
"2023- 02- 13","1,272.89","1,266.25","1,280.43","1,266.25","","0.43%"
"2023- 02- 10","1,267.45","1,264.87","1,269.71","1,259.44","","0.24%"
"2023- 02- 09","1,264.44","1,260.87","1,266.51","1,254.76","","0.32%"
"2023- 02- 08","1,260.46","1,255.81","1,262.96","1,251.40","","0.38%"
"2023- 02- 07","1,255.68","1,261.47","1,264.61","1,252.26","","-0.36%"
"2023- 02- 06","1,260.25","1,247.35","1,263.96","1,243.92","","1.03%"
"2023- 02- 03","1,247.46","1,225.19","1,250.36","1,224.08","","1.85%"
"2023- 02- 02","1,224.78","1,222.26","1,226.37","1,215.83","","0.20%"
"2023- 02- 01","1,222.28","1,233.72","1,234.22","1,220.35","","-0.89%"
"2023- 01- 31","1,233.30","1,231.88","1,239.12","1,227.83","","0.15%"
"2023- 01- 30","1,231.46","1,230.20","1,232.61","1,226.31","","0.15%"
"2023- 01- 27","1,229.62","1,232.26","1,236.55","1,227.22","","-0.18%"
"2023- 01- 26","1,231.84","1,232.97","1,235.69","1,229.21","","-0.06%"
"2023- 01- 25","1,232.57","1,232.98","1,237.88","1,230.28","","0.00%"
"2023- 01- 24","1,232.57","1,230.38","1,237.99","1,228.90","","0.21%"
"2023- 01- 23","1,229.97","1,230.35","1,233.78","1,224.96","","0.09%"
"2023- 01- 20","1,228.86","1,232.63","1,238.44","1,229.53","","-0.27%"
"2023- 01- 19","1,232.21","1,238.11","1,242.45","1,231.53","","-0.44%"
"2023- 01- 18","1,237.69","1,237.36","1,247.12","1,225.56","","0.03%"
"2023- 01- 17","1,237.34","1,241.98","1,242.59","1,235.77","","-0.34%"
"2023- 01- 16","1,241.61","1,237.10","1,242.73","1,231.51","","0.35%"
"2023- 01- 13","1,237.26","1,239.51","1,246.42","1,233.79","","-0.15%"
"2023- 01- 12","1,239.12","1,242.41","1,247.73","1,234.95","","-0.27%"
"2023- 01- 11","1,242.50","1,241.22","1,250.48","1,238.10","","0.14%"
"2023- 01- 10","1,240.80","1,239.69","1,248.82","1,235.71","","0.12%"
"2023- 01- 09","1,239.28","1,254.50","1,254.70","1,234.54","","-1.13%"
"2023- 01- 06","1,253.50","1,274.58","1,275.33","1,251.84","","-1.63%"
"2023- 01- 05","1,274.26","1,271.39","1,279.14","1,267.05","","0.26%"
"2023- 01- 04","1,270.98","1,279.59","1,280.77","1,269.04","","-0.63%"
"2023- 01- 03","1,279.10","1,269.93","1,281.23","1,264.35","","0.79%"
"2023- 01- 02","1,269.03","1,261.95","1,274.86","1,260.65","","0.64%"
